mileage,make,model,fuel,gear,offerType,price,hp,year
9900,Skoda,Scala,Gasoline,Manual,Demonstration,23980,150,2020
5000,Ford,Focus,Gasoline,Manual,Demonstration,23980,150,2020
11150,Audi,Q2,Gasoline,Manual,Used,23990,116,2020
50,Nissan,Micra,Gasoline,Manual,Pre-registered,15990,92,2021
10,Kia,Ceed / cee'd,Gasoline,Manual,Pre-registered,15990,101,2021
139,Renault,Twingo,Electric,Automatic,Demonstration,15990,,2021
3000,Opel,Corsa,Gasoline,Manual,Used,15990,75,2021
50,Nissan,Micra,Gasoline,Manual,Pre-registered,15990,92,2021
50,Nissan,Micra,Gasoline,Manual,Pre-registered,15990,92,2021
10,Kia,Ceed / cee'd,Gasoline,Manual,Pre-registered,15990,101,2021
1000,Dacia,Sandero,Gasoline,Manual,Demonstration,15990,90,2021
100,Renault,Clio,Gasoline,Manual,Pre-registered,15990,91,2021
0,Skoda,Fabia,Gasoline,Manual,Pre-registered,15990,95,2021
0,Skoda,Fabia,Gasoline,Manual,Pre-registered,15990,95,2021
1000,Hyundai,i20,Gasoline,Manual,Demonstration,15990,101,2021
10,Kia,Ceed / cee'd,Gasoline,Manual,Pre-registered,15990,101,2021
20,Skoda,Fabia,Gasoline,Manual,Pre-registered,16190,95,2021
9,Toyota,Yaris,Gasoline,Manual,Pre-registered,16190,125,2021
9,Toyota,Yaris,Gasoline,Manual,Pre-registered,16190,125,2021
9,Toyota,Yaris,Gasoline,Manual,Pre-registered,16190,125,2021
9,Toyota,Yaris,Gasoline,Manual,Pre-registered,16190,125,2021
9,Toyota,Yaris,Gasoline,Manual,Pre-registered,16190,125,2021
9,Toyota,Yaris,Gasoline,Manual,Pre-registered,16190,125,2021
143700,Mercedes-Benz,E 350,Gasoline,Automatic,Used,15399,292,2011
1820,Others,,Diesel,,Used,15500,18,2011
207000,BMW,X3,Diesel,Automatic,Used,16000,184,2011
135661,Volkswagen,T5,Diesel,Manual,Used,16650,102,2011
299855,Porsche,Cayenne,Gasoline,Automatic,Used,16990,400,2011
83000,Lexus,CT 200h,Electric/Gasoline,Automatic,Used,16990,136,2011
199990,Mercedes-Benz,CLS,Diesel,Automatic,Used,16990,265,2011
63210,Mercedes-Benz,C 250,Gasoline,Automatic,Used,16990,204,2011
82074,Mercedes-Benz,E 250,Gasoline,Automatic,Used,17900,204,2011
294242,Mercedes-Benz,S 500,Gasoline,Automatic,Used,18000,387,2011
133200,Mercedes-Benz,E 350,Diesel,Automatic,Used,18499,265,2011
190500,BMW,528,Gasoline,Automatic,Used,18500,258,2011
151000,Mercedes-Benz,GLK 250,Diesel,Automatic,Used,18500,204,2011
168000,Volkswagen,T5 Caravelle,Diesel,Automatic,Used,18640,179,2011
168795,Volkswagen,T5 Transporter,Diesel,Automatic,Used,19695,140,2011
38200,Audi,TT,Diesel,Manual,Used,19900,170,2011
169893,Audi,A8,Diesel,Automatic,Used,19900,351,2011
185932,Mercedes-Benz,Viano,Diesel,Automatic,Used,19990,224,2011
265000,Audi,Q7,Diesel,Automatic,Used,19990,500,2011
192383,Mercedes-Benz,S 500,Gasoline,Automatic,Used,19990,387,2011
77544,MINI,Cooper Countryman,Gasoline,Manual,Used,11499,122,2012
105067,Audi,A4 allroad,Gasoline,Manual,Used,11499,170,2012
171600,Mercedes-Benz,E 200,Gasoline,Manual,Used,11499,184,2012
151400,Volkswagen,Passat Alltrack,Diesel,Automatic,Used,11499,170,2012
74500,Volkswagen,Beetle,Gasoline,Automatic,Used,11499,200,2012
69700,Kia,Sportage,Diesel,Manual,Used,11555,136,2012
93000,Toyota,Avensis,Gasoline,Manual,Used,11690,147,2012
192200,Mercedes-Benz,Vito,Diesel,Automatic,Used,11800,136,2012
87688,BMW,X1,Diesel,Manual,Used,11840,163,2012
101536,Skoda,Superb,Diesel,Automatic,Used,11890,170,2012
120000,BMW,X1,Diesel,Automatic,Used,11900,177,2012
202000,BMW,X3,Diesel,Automatic,Used,11900,184,2012
82000,Mercedes-Benz,B 180,Gasoline,Manual,Used,11940,122,2012
99110,Honda,Accord,Gasoline,Manual,Used,11990,156,2012
82900,Audi,A3,Gasoline,Manual,Used,11990,200,2012
37413,Toyota,Verso,Gasoline,Manual,Used,11990,132,2012
155244,Audi,A4,Gasoline,Automatic,Used,11999,170,2012
122500,Mercedes-Benz,C 180,Gasoline,Automatic,Used,11999,156,2012
144000,Volkswagen,Passat Variant,Gasoline,Automatic,Used,11999,211,2012
77643,Kia,Sportage,Gasoline,Manual,Used,12170,163,2012
59997,Audi,A3,Gasoline,Manual,Used,12999,122,2013
59000,Audi,A1,Gasoline,Manual,Used,13000,86,2013
55201,Ford,S-Max,Diesel,Automatic,Used,13100,150,2013
80862,Mercedes-Benz,A 180,Diesel,Manual,Used,13290,109,2013
92460,BMW,316,Gasoline,Manual,Used,13400,136,2013
68000,MINI,Cooper D Countryman,Diesel,Manual,Used,13400,111,2013
95632,Skoda,Octavia,Gasoline,Automatic,Used,13444,179,2013
121318,BMW,X1,Diesel,Manual,Used,13790,184,2013
113900,BMW,320,Diesel,Manual,Used,13790,184,2013
160000,BMW,X1,Diesel,Automatic,Used,13800,184,2013
78842,Kia,Sportage,Diesel,Automatic,Used,13850,184,2013
225000,Volvo,S80,Diesel,Automatic,Used,13890,215,2013
178805,Mercedes-Benz,GLK 220,Diesel,Manual,Used,13899,170,2013
230000,Mercedes-Benz,E 250,Diesel,Automatic,Used,13900,204,2013
83183,Audi,A3,Gasoline,Manual,Used,13900,140,2013
178000,Volvo,C70,Diesel,Automatic,Used,13900,150,2013
146104,Ford,Transit,Diesel,Manual,Used,13900,136,2013
146104,Ford,Transit,Diesel,Manual,Used,13900,136,2013
146104,Ford,Transit,Diesel,Manual,Used,13900,136,2013
49000,Skoda,Octavia,Diesel,Manual,Used,13931,150,2013
98350,Audi,A3,Gasoline,Manual,Used,12490,105,2014
55549,Honda,Civic,Gasoline,Automatic,Used,12490,141,2014
39738,Honda,Civic,Gasoline,Manual,Used,12490,141,2014
80650,Skoda,Yeti,Gasoline,Manual,Used,12500,122,2014
107000,Ford,Kuga,Gasoline,Manual,Used,12500,150,2014
36000,Mercedes-Benz,Sprinter,CNG,Automatic,Used,12500,156,2014
72000,Volkswagen,Golf Sportsvan,Diesel,Manual,Used,12500,110,2014
91588,Volkswagen,Golf Sportsvan,Gasoline,Manual,Used,12530,125,2014
55000,Volkswagen,Caddy,Gasoline,Manual,Used,12599,105,2014
76500,Mitsubishi,ASX,Gasoline,Manual,Used,12690,117,2014
90000,Skoda,Octavia,Diesel,Automatic,Used,12700,105,2014
109000,Volkswagen,Golf Variant,Gasoline,Manual,Used,12740,140,2014
120000,Volkswagen,CC,Diesel,Manual,Used,12750,140,2014
118000,Volkswagen,Touran,Diesel,Automatic,Used,12790,140,2014
100000,Ford,Kuga,Diesel,Manual,Used,12799,163,2014
120000,Mercedes-Benz,C 180,Gasoline,Manual,Used,12799,156,2014
150000,Volkswagen,T5 Transporter,Diesel,Manual,Used,12800,102,2014
80248,Honda,Civic,Gasoline,Automatic,Used,12890,141,2014
162300,Honda,CR-V,Gasoline,Manual,Used,12900,155,2014
72000,MINI,Cooper SD Paceman,Diesel,Automatic,Used,12900,143,2014
45914,Ford,Focus,Gasoline,Manual,Used,11990,125,2015
13500,Nissan,Pulsar,Gasoline,Automatic,Used,12000,116,2015
117000,BMW,318,Diesel,Manual,Used,12000,150,2015
140000,Ford,Mondeo,Gasoline,Automatic,Used,12300,203,2015
46650,Honda,Civic,Diesel,Manual,Used,12390,120,2015
150000,Opel,Insignia,Diesel,Manual,Used,12400,170,2015
94670,Citroen,Berlingo,Diesel,Automatic,Used,12480,99,2015
38610,Ford,Focus,Gasoline,Manual,Used,12480,125,2015
39702,Opel,Mokka,Gasoline,Automatic,Used,12490,140,2015
65850,Opel,Mokka,Gasoline,Automatic,Used,12490,140,2015
87730,Mazda,3,Gasoline,Manual,Used,12498,120,2015
61500,Mazda,CX-5,Gasoline,Manual,Used,12500,165,2015
27317,Skoda,Fabia,Gasoline,Manual,Used,12580,90,2015
122400,Ford,Kuga,Diesel,Automatic,Used,12590,150,2015
94500,Volkswagen,Passat,Diesel,Automatic,Used,12640,120,2015
85910,Skoda,Octavia,Gasoline,Manual,Used,12680,140,2015
64538,Volkswagen,Golf Variant,Gasoline,Manual,Used,12749,125,2015
92330,Renault,Kadjar,Gasoline,Manual,Used,12795,131,2015
125800,Volkswagen,Golf,Diesel,Manual,Used,12850,150,2015
72110,Nissan,Qashqai,Gasoline,Manual,Used,12860,116,2015
93686,Peugeot,2008,Diesel,Manual,Used,10490,99,2016
38000,Opel,Astra,Gasoline,Manual,Used,10498,105,2016
46000,Opel,Meriva,Gasoline,Manual,Used,10500,140,2016
25530,Dacia,Duster,Gasoline,Manual,Used,10500,114,2016
112542,Peugeot,2008,Diesel,Manual,Used,10575,99,2016
188898,Volkswagen,Passat Variant,Diesel,Manual,Used,10600,120,2016
59900,Hyundai,i30,Diesel,Manual,Used,10650,110,2016
52700,Volkswagen,Polo,Gasoline,Manual,Used,10730,75,2016
85300,Ford,Focus,Gasoline,Manual,Used,10750,125,2016
84690,Skoda,Fabia,Gasoline,Manual,Used,10753,110,2016
88213,Volkswagen,Polo,Gasoline,Manual,Used,10800,90,2016
58789,Dacia,Duster,Gasoline,Manual,Used,10895,125,2016
69225,Ford,Focus,Gasoline,Manual,Used,10900,125,2016
83000,Skoda,Octavia,-/- (Fuel),Manual,Used,10900,110,2016
54625,Skoda,Fabia,Gasoline,Manual,Used,10900,60,2016
64500,Opel,Astra,Gasoline,Manual,Used,10950,140,2016
56168,Ford,Focus,Gasoline,Manual,Used,10950,101,2016
55594,Ford,Focus,Gasoline,Manual,Used,10950,101,2016
51901,Ford,Focus,Gasoline,Manual,Used,10950,101,2016
42311,Volkswagen,Polo,Gasoline,Manual,Used,9900,75,2017
165043,BMW,216,Diesel,Manual,Used,9950,116,2017
38933,Skoda,Fabia,Gasoline,Manual,Used,9950,60,2017
97850,SEAT,Ibiza,Gasoline,Manual,Used,9950,90,2017
148100,Volkswagen,Golf,Diesel,Manual,Used,9950,116,2017
32135,Citroen,C3,Gasoline,Manual,Used,9950,82,2017
62000,Volkswagen,Polo,Diesel,Manual,Used,9980,75,2017
17900,Opel,Corsa,Gasoline,Manual,Used,9980,90,2017
38950,Dacia,Sandero,Gasoline,Manual,Used,9985,90,2017
52118,Skoda,Rapid/Spaceback,Gasoline,Manual,Used,9990,95,2017
39045,Opel,Corsa,Gasoline,Manual,Used,9990,90,2017
98744,Opel,Astra,Diesel,Manual,Used,9990,110,2017
99095,Opel,Astra,Diesel,Manual,Used,9990,110,2017
56920,Opel,Corsa,Gasoline,Manual,Used,9990,90,2017
5950,Volkswagen,up!,Gasoline,Automatic,Used,9995,60,2017
17593,Renault,ZOE,Electric,Automatic,Used,9995,92,2017
71932,SEAT,Leon,Gasoline,Manual,Used,9998,86,2017
24800,Opel,Adam,Gasoline,Manual,Used,9999,69,2017
62805,SEAT,Ibiza,Diesel,Manual,Used,9999,105,2017
33587,Opel,Corsa,Gasoline,Manual,Used,9999,90,2017
39874,Hyundai,i20,Gasoline,Manual,Used,9990,75,2018
25000,Peugeot,301,Gasoline,Manual,Used,9990,82,2018
39860,Opel,Corsa,Gasoline,Automatic,Used,9999,90,2018
35534,Opel,Corsa,Gasoline,Automatic,Used,9999,90,2018
22900,smart,forFour,Gasoline,Manual,Used,9999,71,2018
39071,Volkswagen,Polo,Gasoline,Manual,Used,10130,65,2018
47900,Hyundai,i20,Gasoline,Manual,Used,10279,75,2018
81775,Ford,Focus,Diesel,Manual,Used,10290,120,2018
32459,Volkswagen,Polo,Gasoline,Manual,Used,10310,65,2018
29827,Volkswagen,Polo,Gasoline,Manual,Used,10380,65,2018
28310,Ford,Fiesta,Diesel,Manual,Used,10440,86,2018
24941,Ford,Fiesta,Gasoline,Manual,Used,10440,86,2018
82146,Ford,Focus,Diesel,Manual,Used,10440,120,2018
76211,Ford,Focus,Diesel,Manual,Used,10440,120,2018
30910,Ford,Fiesta,Diesel,Manual,Used,10440,86,2018
44900,Volkswagen,Polo,Gasoline,Manual,Used,10489,65,2018
16100,Opel,Corsa,Gasoline,Manual,Used,10490,90,2018
83350,Opel,Astra,Diesel,Manual,Used,10490,110,2018
6500,Opel,Adam,Gasoline,Manual,Used,10490,87,2018
129970,Peugeot,308,Diesel,Automatic,Used,10490,120,2018
12351,Fiat,500,Gasoline,Manual,Used,9999,69,2019
15001,Fiat,500,Gasoline,Manual,Used,9999,69,2019
31867,Fiat,500,Gasoline,Manual,Used,9999,69,2019
20813,Fiat,500,Gasoline,Manual,Used,9999,69,2019
10244,Fiat,500,Gasoline,Manual,Used,9999,69,2019
15904,Fiat,500,Gasoline,Manual,Used,9999,69,2019
111700,Ford,Tourneo Courier,Gasoline,,Used,9999,101,2019
15254,Fiat,500,Gasoline,Manual,Used,9999,69,2019
30160,Fiat,500,Gasoline,Manual,Used,9999,69,2019
12981,Fiat,500,Gasoline,Manual,Used,9999,69,2019
9062,Fiat,500,Gasoline,Manual,Used,9999,69,2019
14351,Fiat,500,Gasoline,Manual,Used,9999,69,2019
12586,Fiat,500,Gasoline,Manual,Used,9999,69,2019
27858,Fiat,500,Gasoline,Manual,Used,9999,69,2019
25027,Fiat,500,Gasoline,Manual,Used,9999,69,2019
31591,Renault,Clio,Gasoline,Manual,Used,10380,76,2019
28255,Peugeot,208,Gasoline,Manual,Used,10450,83,2019
10295,Opel,Corsa,Gasoline,Manual,Used,10470,90,2019
14778,Opel,Corsa,Gasoline,Manual,Employee's car,10480,69,2019
2500,Peugeot,108,Gasoline,Manual,Used,10490,72,2019
870,Volkswagen,ID.3,Electric,Automatic,Used,34400,204,2020
11049,Audi,Q3,Gasoline,Automatic,Used,34400,150,2020
8450,Volkswagen,ID.3,Electric,Automatic,Used,34450,204,2020
8600,Mercedes-Benz,C 220,Diesel,Automatic,Demonstration,34480,194,2020
14179,Audi,Q3,Gasoline,Automatic,Used,34480,150,2020
1950,Volkswagen,ID.3,Electric,Automatic,Used,34550,204,2020
15700,Mercedes-Benz,C 220,Diesel,Automatic,Employee's car,34890,194,2020
23900,Mercedes-Benz,E 200,Gasoline,Automatic,Employee's car,34890,197,2020
7652,Volkswagen,T-Roc,Gasoline,Automatic,Used,34960,300,2020
6714,Audi,A4,Gasoline,Automatic,Used,34980,190,2020
20482,Skoda,Superb,Diesel,Automatic,Employee's car,34980,190,2020
22167,Toyota,RAV 4,Electric/Gasoline,Automatic,Used,34990,178,2020
11300,Lexus,IS 300,Electric/Gasoline,Automatic,Used,35390,223,2020
5795,SEAT,Tarraco,Diesel,Automatic,Used,35750,150,2020
11658,Volkswagen,Touran,Diesel,Automatic,Used,35890,150,2020
7800,Mercedes-Benz,C 220,Diesel,Automatic,Demonstration,35890,194,2020
8482,Mercedes-Benz,C 220,Diesel,Automatic,Demonstration,35890,194,2020
8900,Mercedes-Benz,C 220,Diesel,Automatic,Demonstration,35890,194,2020
19700,Volkswagen,Sharan,Gasoline,Automatic,Demonstration,35900,150,2020
5,Kia,Picanto,Gasoline,Manual,Pre-registered,12629,67,2021
5,Kia,Picanto,Gasoline,Manual,Pre-registered,12629,67,2021
9,Kia,Picanto,Gasoline,Manual,Pre-registered,12629,67,2021
10,Fiat,500,Gasoline,Manual,Pre-registered,12700,69,2021
10,Fiat,500,Gasoline,Manual,Pre-registered,12700,69,2021
10,Fiat,500,Gasoline,Manual,Pre-registered,12700,69,2021
10,Fiat,500,Gasoline,Manual,Pre-registered,12700,69,2021
10,Fiat,500,Gasoline,Manual,Pre-registered,12700,69,2021
1,Opel,Corsa,Gasoline,Manual,Pre-registered,12700,75,2021
1,Opel,Corsa,Gasoline,Manual,Pre-registered,12700,75,2021
3,Toyota,Aygo,Gasoline,Automatic,Pre-registered,12790,73,2021
3,Toyota,Aygo,Gasoline,Automatic,Pre-registered,12790,73,2021
3,Toyota,Aygo,Gasoline,Manual,Pre-registered,12790,72,2021
3,Toyota,Aygo,Gasoline,Manual,Pre-registered,12790,72,2021
8,Toyota,Aygo,Gasoline,Manual,Employee's car,12990,73,2021
8,Toyota,Aygo,Gasoline,Manual,Employee's car,12990,73,2021
15,Hyundai,i10,Gasoline,Manual,Pre-registered,12990,67,2021
15,Hyundai,i10,Gasoline,Manual,Pre-registered,12990,67,2021
114661,Skoda,Fabia,Gasoline,Manual,Used,4950,69,2011
116441,Renault,Megane,Gasoline,Manual,Used,4950,131,2011
49670,Microcar,M.Go,Diesel,Automatic,Used,4950,5,2011
100400,Renault,Megane,Gasoline,Manual,Used,4950,131,2011
115000,SEAT,Ibiza,Gasoline,Manual,Used,4950,86,2011
89921,SEAT,Exeo,Gasoline,Manual,Used,4950,120,2011
97000,Ford,Fiesta,Gasoline,Manual,Used,4950,60,2011
99000,Citroen,C4,Gasoline,Manual,Used,4980,95,2011
104797,Opel,Corsa,Gasoline,Manual,Used,4980,69,2011
77991,Dacia,Sandero,Gasoline,Manual,Used,4980,84,2011
120276,Dacia,Sandero,Gasoline,Manual,Used,4980,84,2011
72424,Nissan,Micra,Gasoline,Manual,Used,4980,80,2011
17000,Opel,Agila,Gasoline,Manual,Used,4990,68,2011
46000,Hyundai,i10,Gasoline,Manual,Used,4990,69,2011
128000,Renault,Megane,Diesel,Manual,Used,4990,106,2011
40000,Nissan,Micra,Gasoline,Manual,Used,4990,80,2011
61627,smart,forTwo,Gasoline,Automatic,Used,4990,71,2011
139000,Ford,Fiesta,Diesel,Manual,Used,4990,90,2011
135000,Ford,Focus,Gasoline,Manual,Used,4990,101,2011
146000,Kia,Venga,Gasoline,Manual,Used,5899,90,2012
90400,Fiat,Doblo,Diesel,Manual,Used,5900,101,2012
134498,Peugeot,5008,Gasoline,Manual,Used,5900,156,2012
187681,Hyundai,i30,Diesel,Manual,Used,5900,90,2012
61590,Fiat,500,Gasoline,Manual,Used,5900,69,2012
97000,Nissan,Note,Gasoline,Manual,Used,5900,88,2012
66000,Hyundai,i20,Gasoline,Manual,Used,5900,77,2012
57000,Opel,Corsa,Gasoline,Manual,Used,5900,87,2012
53661,Toyota,Auris,Gasoline,Manual,Used,5900,99,2012
207000,Volkswagen,Golf Variant,Diesel,Automatic,Used,5900,105,2012
207000,Volkswagen,Golf Variant,Diesel,Manual,Used,5900,105,2012
185211,Volkswagen,Golf,Diesel,Manual,Used,5904,105,2012
119878,Opel,Zafira,Gasoline,Manual,Used,5905,116,2012
53935,Opel,Corsa,Gasoline,Manual,Used,5950,69,2012
59600,smart,forTwo,Gasoline,Semi-automatic,Used,5950,84,2012
98871,Volkswagen,up!,Gasoline,Manual,Used,5950,75,2012
70065,Ford,Fiesta,Gasoline,Manual,Used,5950,82,2012
262873,Subaru,OUTBACK,Diesel,Manual,Used,5950,150,2012
99800,Fiat,Qubo,Gasoline,Manual,Used,5950,73,2012
86000,Opel,Meriva,Gasoline,Manual,Used,5950,101,2012
85196,Peugeot,2008,Gasoline,Manual,Used,6300,82,2013
74756,Opel,Corsa,Gasoline,Manual,Used,6300,101,2013
105343,SEAT,Ibiza,Gasoline,Manual,Used,6350,105,2013
98000,Toyota,Yaris,Gasoline,Manual,Used,6390,99,2013
145850,Peugeot,308,Diesel,Manual,Used,6398,111,2013
95384,Dacia,Sandero,Gasoline,Manual,Used,6399,90,2013
103000,Opel,Astra,Gasoline,Manual,Used,6400,140,2013
174181,Renault,Megane,Diesel,Manual,Used,6400,131,2013
22343,Hyundai,i20,Gasoline,Manual,Used,6400,86,2013
107000,SEAT,Ibiza,Gasoline,Manual,Used,6400,105,2013
69000,Suzuki,Swift,Gasoline,Manual,Used,6400,94,2013
107900,Opel,Corsa,Gasoline,Manual,Used,6400,101,2013
174200,Citroen,C4 Picasso,Diesel,Automatic,Used,6400,111,2013
117000,Volkswagen,Polo,Gasoline,Manual,Used,6450,69,2013
87600,Ford,Fiesta,Gasoline,Manual,Used,6450,101,2013
81500,Citroen,C4,Gasoline,Manual,Used,6450,95,2013
120070,Opel,Astra,Diesel,Manual,Used,6480,110,2013
145631,Skoda,Roomster,Gasoline,Manual,Used,6480,86,2013
132390,Ford,B-Max,Gasoline,Automatic,Used,6490,105,2013
177000,SEAT,Leon,Diesel,Manual,Used,6490,105,2013
41593,Renault,ZOE,Electric,Automatic,Used,6900,58,2014
75000,Renault,Twingo,Gasoline,Manual,Used,6900,71,2014
157000,Skoda,Octavia,Gasoline,Manual,Used,6900,105,2014
84500,SEAT,Ibiza,Gasoline,Manual,Used,6900,105,2014
81411,Ford,Fiesta,Gasoline,Manual,Used,6908,80,2014
86000,Ford,Fiesta,Gasoline,Manual,Used,6950,101,2014
144000,Volkswagen,Polo,Gasoline,Manual,Used,6950,75,2014
83992,Opel,Corsa,Gasoline,Manual,Used,6950,101,2014
49800,smart,forTwo,Gasoline,Automatic,Used,6950,71,2014
68000,Opel,Corsa,Gasoline,Manual,Used,6950,87,2014
25000,smart,forTwo,Gasoline,Manual,Used,6950,71,2014
25000,smart,forTwo,Gasoline,Manual,Used,6950,71,2014
84347,Dacia,Sandero,Gasoline,Manual,Used,6950,90,2014
195000,Hyundai,i30,Diesel,Manual,Used,6950,110,2014
99000,SEAT,Ibiza,Gasoline,Manual,Used,6950,105,2014
72606,Dacia,Logan,LPG,Manual,Used,6980,84,2014
103283,Fiat,500,Gasoline,Automatic,Used,6980,69,2014
88064,Ford,Fiesta,Gasoline,Manual,Used,6980,101,2014
91000,Volkswagen,Polo,Gasoline,Manual,Used,6990,75,2014
73000,smart,forTwo,Gasoline,Automatic,Used,6990,71,2014
193000,Volkswagen,Golf Variant,Diesel,Manual,Used,7300,110,2015
71000,Ford,Focus,Gasoline,Manual,Used,7300,101,2015
367000,Toyota,Auris,Electric/Gasoline,Automatic,Used,7300,99,2015
112886,Volkswagen,Polo,Gasoline,Manual,Used,7304,60,2015
49300,Renault,Twingo,Gasoline,Manual,Used,7350,71,2015
155291,Ford,Focus,Diesel,Manual,Used,7350,105,2015
83150,SEAT,Ibiza,Diesel,Manual,Used,7390,105,2015
61000,Ford,Fiesta,Gasoline,Manual,Used,7399,82,2015
48654,smart,forTwo,Gasoline,Manual,Used,7400,71,2015
52400,Skoda,Fabia,Gasoline,Manual,Used,7400,60,2015
48000,Renault,ZOE,Electric,,Used,7400,92,2015
87614,Opel,Corsa,Gasoline,Manual,Used,7450,90,2015
156000,Peugeot,308,Diesel,Manual,Used,7450,120,2015
49400,Renault,Twingo,Gasoline,Manual,Used,7450,71,2015
71375,Ford,Fiesta,Gasoline,Manual,Used,7480,82,2015
50672,smart,forFour,Gasoline,Manual,Used,7488,71,2015
46000,Peugeot,208,Gasoline,Manual,Used,7490,82,2015
58000,Volkswagen,Polo,Gasoline,Manual,Used,7490,60,2015
29460,Volkswagen,up!,Gasoline,Manual,Used,7490,60,2015
106100,Dacia,Logan,LPG,Manual,Used,7490,90,2015
39600,Kia,Picanto,Gasoline,Manual,Used,7000,65,2016
159000,Fiat,Scudo,Diesel,Manual,Used,7000,128,2016
58500,smart,forTwo,Gasoline,Manual,Used,7000,71,2016
101940,Renault,Megane,Diesel,Manual,Used,7181,131,2016
84000,Opel,Adam,Gasoline,Manual,Used,7190,69,2016
52000,Opel,Corsa,Gasoline,Manual,Used,7190,69,2016
20300,Kia,Picanto,Gasoline,Manual,Used,7199,86,2016
48050,Opel,Corsa,Gasoline,Manual,Used,7199,69,2016
79000,Opel,Corsa,Gasoline,Manual,Used,7200,90,2016
33445,Opel,Corsa,Gasoline,Manual,Used,7200,69,2016
32477,Volkswagen,up!,Gasoline,Manual,Used,7230,60,2016
83150,Volkswagen,up!,Gasoline,Manual,Used,7230,60,2016
29965,smart,forTwo,Gasoline,Manual,Used,7245,71,2016
42353,Volkswagen,up!,Gasoline,Manual,Used,7250,60,2016
64979,Opel,Corsa,Gasoline,Manual,Used,7250,69,2016
42900,Volkswagen,up!,Gasoline,Manual,Used,7250,60,2016
33479,Kia,Picanto,Gasoline,Manual,Used,7290,67,2016
103184,Dacia,Sandero,LPG,Manual,Used,7299,90,2016
7416,Renault,Twingo,Gasoline,Manual,Used,7300,69,2016
28400,Volkswagen,up!,Gasoline,Manual,Used,7300,60,2016
122032,BMW,X3,Diesel,Automatic,Used,29970,258,2017
88000,Audi,A6,Diesel,Automatic,Used,29970,320,2017
53719,Mercedes-Benz,C 220,Diesel,Automatic,Used,29990,170,2017
62470,Kia,Stinger,Diesel,Automatic,Used,29990,200,2017
125343,Mercedes-Benz,,Electric/Gasoline,Automatic,Used,29990,211,2017
59628,Volkswagen,Arteon,Diesel,Automatic,Used,29999,239,2017
86966,Mercedes-Benz,C 250,Diesel,Automatic,Used,31980,204,2017
71540,Jeep,Grand Cherokee,Diesel,Automatic,Used,32380,250,2017
29900,Ford,Ranger,Diesel,Automatic,Used,33490,200,2017
105000,Chevrolet,Camaro,Gasoline,Automatic,Used,33500,453,2017
26800,Ford,Focus,Gasoline,Manual,Used,33990,349,2017
57200,Audi,SQ5,Diesel,Automatic,Used,34799,326,2017
15500,Mercedes-Benz,C 220,Diesel,Automatic,Used,34900,170,2017
103281,BMW,540,Diesel,Automatic,Used,35847,320,2017
117197,Mercedes-Benz,E 350,Diesel,Automatic,Used,36880,258,2017
37500,Ford,Mustang,Gasoline,Automatic,Used,37900,421,2017
79985,BMW,X5,Gasoline,Automatic,Used,38379,306,2017
54939,Maserati,Ghibli,Diesel,Automatic,Used,38887,275,2017
53893,Mercedes-Benz,C 43 AMG,Gasoline,Automatic,Used,39980,367,2017
115505,Mercedes-Benz,GLC 43 AMG,Gasoline,Automatic,Used,41880,367,2017
35199,Ford,Edge,Diesel,Manual,Used,27490,179,2018
29065,Kia,Sportage,Diesel,Automatic,Used,27990,185,2018
41800,SEAT,Ateca,Gasoline,Automatic,Used,27990,190,2018
30000,Mercedes-Benz,C 250,Gasoline,Automatic,Used,28000,211,2018
66393,Mercedes-Benz,E 200,Gasoline,Automatic,Used,28877,184,2018
64150,Volkswagen,Tiguan,Diesel,Manual,Used,28975,150,2018
57602,Mercedes-Benz,E 200,Diesel,Automatic,Used,28979,150,2018
32111,Mercedes-Benz,C 200,Gasoline,Automatic,Used,29745,184,2018
75924,Audi,Q5,Diesel,Automatic,Used,29775,163,2018
81104,Jaguar,XF,Diesel,Automatic,Used,29975,300,2018
40600,Audi,A6,Gasoline,Automatic,Used,29990,190,2018
33361,Kia,Sorento,Diesel,Manual,Used,29990,200,2018
61558,Kia,Sorento,Diesel,Automatic,Used,30990,200,2018
40500,Skoda,Superb,Gasoline,Automatic,Used,31380,280,2018
15,Skoda,Octavia,Gasoline,Automatic,Used,31400,245,2018
52206,Audi,A6,Diesel,Automatic,Used,31480,272,2018
42313,Mercedes-Benz,E 220,Diesel,Automatic,Used,31597,194,2018
35000,Nissan,370Z,Gasoline,Automatic,Used,31750,328,2018
42734,Audi,A6,Diesel,Automatic,Used,31980,272,2018
42734,Audi,A6,Diesel,Automatic,Used,31980,272,2018
3500,Mazda,2,Gasoline,Manual,Used,13850,90,2019
11900,Opel,Adam,Gasoline,Manual,Used,13850,87,2019
15100,Kia,Stonic,Gasoline,Manual,Used,13960,84,2019
2300,Opel,Adam,Gasoline,Manual,Used,14350,87,2019
24700,Dacia,Dokker,Gasoline,Manual,Used,14480,102,2019
9900,Opel,Adam,Gasoline,Manual,Used,14550,101,2019
7666,SEAT,Leon,Gasoline,Manual,Used,14890,116,2019
15857,Renault,Megane,Gasoline,Manual,Used,14947,116,2019
10,Renault,Kangoo,Diesel,Manual,Used,14957,90,2019
11877,SEAT,Leon,Gasoline,Manual,Used,14970,116,2019
9300,Opel,Adam,Gasoline,Manual,Used,15450,87,2019
